IM/JO/191,JO,191,T/JO/622,False,6/1677,1677-05-14 00:00:00,Tolbooth,Dumbarton,False,,jhm,2001-08-17 11:36:56,jhm,2001-08-17 11:37:07
IM/JO/192,JO,192,T/JO/623,False,6/1677,1677-05-14 00:00:00,Tolbooth,Dumbarton,False,,jhm,2001-08-17 11:40:15,jhm,2001-08-17 11:40:26
IM/JO/193,JO,193,T/JO/624,False,6/1677,1677-05-14 00:00:00,Tolbooth,Dumbarton,False,,jhm,2001-08-17 11:43:32,jhm,2001-08-17 11:43:44
IM/JO/194,JO,194,T/JO/625,False,6/1677,1677-05-14 00:00:00,Tolbooth,Dumbarton,False,,jhm,2001-08-17 11:46:24,jhm,2001-08-17 11:46:33
IM/JO/195,JO,195,T/JO/626,False,4/1677,1677-03-14 00:00:00,Tolbooth,Stirling,False,,jhm,2001-08-17 12:02:05,jhm,2001-08-17 12:02:17
IM/JO/196,JO,196,T/JO/627,False,4/1677,1677-03-14 00:00:00,Tolbooth,Stirling,False,,jhm,2001-08-17 12:27:40,jhm,2001-08-17 12:27:49
IM/JO/197,JO,197,T/JO/628,False,4/1677,1677-03-14 00:00:00,Tolbooth,Stirling,False,,jhm,2001-08-17 12:36:48,jhm,2001-08-17 12:37:01
IM/JO/198,JO,198,T/JO/629,False,4/1677,1677-03-14 00:00:00,Tolbooth,Stirling,False,,jhm,2001-08-17 12:43:54,jhm,2001-08-17 12:44:05
IM/JO/199,JO,199,T/JO/630,False,5/1677,1677-04-13 00:00:00,Tolbooth,Haddington,False,,jhm,2001-08-17 12:54:15,jhm,2001-08-17 12:54:32
IM/JO/20,JO,20,T/JO/93,False,,,,Dirleton,False,,jhm,2001-06-13 12:01:16,LEM,2002-10-28 12:54:28
IM/JO/200,JO,200,T/JO/631,False,5/1678,1678-04-13 00:00:00,Tolbooth,Prestonpans,False,,jhm,2001-08-17 13:13:49,jhm,2001-08-17 13:14:08
IM/JO/201,JO,201,T/JO/632,False,5/1678,1678-04-13 00:00:00,Tolbooth,Prestonpans,False,,jhm,2001-08-17 13:21:03,jhm,2001-08-17 13:21:12
IM/JO/202,JO,202,T/JO/633,False,1/1673,1672-12-12 00:00:00,Tolbooth,Scalloway,False,,jhm,2001-08-17 15:00:59,jhm,2001-08-17 15:01:13
IM/JO/203,JO,203,T/JO/634,False,1/1673,1672-12-12 00:00:00,Tolbooth,Scalloway,False,,jhm,2001-08-17 15:06:04,jhm,2001-08-17 15:06:13
IM/JO/204,JO,204,T/JO/637,False,1/1673,1672-12-12 00:00:00,Tolbooth,Scalloway,False,,jhm,2001-08-29 09:41:21,jhm,2001-08-29 09:41:35
IM/JO/205,JO,205,T/JO/638,False,1/1673,1672-12-12 00:00:00,Tolbooth,Scalloway,False,,jhm,2001-08-29 10:00:48,jhm,2001-08-29 10:00:58
IM/JO/206,JO,206,T/JO/640,False,4/1669,1669-03-12 00:00:00,Tolbooth,Duns,False,,jhm,2001-08-29 15:02:32,jhm,2001-08-29 15:02:46
IM/JO/207,JO,207,T/JO/641,False,7/1669,1669-06-11 00:00:00,,Aberdeen,False,,jhm,2001-08-29 16:21:13,jhm,2001-08-29 16:21:23
IM/JO/208,JO,208,T/JO/642,False,7/1669,1669-06-11 00:00:00,,Aberdeen,False,,jhm,2001-08-29 16:26:19,jhm,2001-08-29 16:26:35
IM/JO/209,JO,209,T/JO/643,False,7/1669,1669-06-11 00:00:00,,Aberdeen,False,,jhm,2001-08-30 09:13:05,jhm,2001-08-30 09:13:15
IM/JO/21,JO,21,T/JO/94,False,9/6/1649,1649-05-15 00:00:00,,Haddington,False,,jhm,2001-06-13 12:33:31,jhm,2001-06-13 12:33:58
IM/JO/210,JO,210,T/JO/644,False,7/1669,1669-06-11 00:00:00,,Aberdeen,False,,jhm,2001-08-30 09:21:03,jhm,2001-08-30 09:21:17
IM/JO/211,JO,211,T/JO/645,False,9/1669,1669-08-12 00:00:00,Castle,Tioram,False,,jhm,2001-08-30 10:31:34,jhm,2001-08-30 10:31:49
IM/JO/212,JO,212,T/JO/646,False,8/1669,1669-07-12 00:00:00,Castle,Tioram,False,,jhm,2001-08-30 10:42:09,jhm,2001-08-30 10:42:19
IM/JO/213,JO,213,T/JO/647,False,,,Castle,Tioram,False,,jhm,2001-08-30 10:46:52,jhm,2002-10-11 16:54:13
IM/JO/214,JO,214,T/JO/648,False,11/1669,1669-10-12 00:00:00,Tolbooth,Dundee,False,,jhm,2001-08-30 10:50:52,jhm,2001-08-30 10:51:04
IM/JO/215,JO,215,T/JO/649,False,5/1670,1670-04-11 00:00:00,Tolbooth,Lanark,False,,jhm,2001-08-30 11:13:58,jhm,2001-08-30 11:21:05
