Species,catalog.num,field.num,SVL,Head.width,Head.length,Internarial,Interorbital,Eye.length,Eye.naris,Naris.snout,Antebrachial.length,Femur.length,Tibio.fibula,Family
Corythomantis_greeningi,209823,3291,55.76,18.41,19.48,4.09,11.21,5.37,5.95,4.35,9.17,22.86,26.22,Hylidae
Corythomantis_greeningi,209824,3292,56.14,18.92,23.68,4.36,11.04,6.07,6.59,3.93,11.34,22.53,26.4,Hylidae
Dendropsophus_bifurcus,90421,11AAM,27.47,9.32,9.11,2.72,5.39,3.91,2.57,1.17,5.41,14.94,16.47,Hylidae
Dendropsophus_bifurcus,129317,5234,23.32,8.12,7.99,2.08,5.56,2.99,2.13,1.43,4.7,11.1,13,Hylidae
Dendropsophus_bifurcus,129317,5126,22.75,7.57,7.86,1.83,5.02,3.04,1.99,1.33,4.38,10.34,13.1,Hylidae
Dendropsophus_bifurcus,129317,5272,23.69,7.51,7.43,1.89,4.84,2.77,2.18,1.16,5.54,10.14,12.73,Hylidae
Dendropsophus_bipunctatus,64143,A,24.69,7.89,7.98,2.02,4.64,2.77,2.41,0.97,4.3,11.18,12.87,Hylidae
Dendropsophus_bipunctatus,68776,A,23.83,7.81,8.16,2.27,4.86,2.94,2.1,1.16,5.57,11.18,12.95,Hylidae
Dendropsophus_bipunctatus,68776,B,22.33,7.33,8.17,2.38,4.56,2.88,2.04,1,4.14,9.29,12.55,Hylidae
Dendropsophus_brevifrons,246109,,19.28,6.39,6.82,1.73,4.43,2.66,2.23,0.68,4.2,10.34,9.72,Hylidae
Dendropsophus_brevifrons,246108,,19.62,6.63,6.47,1.97,4.55,2.83,1.91,0.61,4.08,9.5,10.33,Hylidae
Dendropsophus_carnifex,56508,A,31.68,9.33,10.58,2.05,5.68,2.89,2.88,1.29,6.69,14.39,15.47,Hylidae
Dendropsophus_carnifex,78301,A,32.33,8.92,9.46,1.62,5.41,2.9,3.05,1.3,6.43,14.68,15.69,Hylidae
Dendropsophus_carnifex,56508,B,31.11,9.1,9.68,2.06,5.82,3.33,2.61,1.17,6.07,13.69,16.66,Hylidae
Dendropsophus_carnifex,78301,B,29.22,8.94,9.23,1.72,5.72,3.35,2.81,1.27,6.3,11.94,14.47,Hylidae
Dendropsophus_carnifex,56508,C,32.92,10.38,11.1,1.99,6.41,3.06,2.56,1.11,7.93,14.83,16.02,Hylidae
Dendropsophus_koechlini,212743,59105,27.22,8.29,8.4,2.13,5.01,2.96,2.64,0.96,5.34,12.9,13.39,Hylidae
Dendropsophus_leucophyllatus,172541,1055,31.22,9.5,9.6,2.32,5.37,2.77,2.9,1.29,6.57,14.21,17.34,Hylidae
Dendropsophus_leucophyllatus,57526,A,37.3,11.51,9.87,2.39,6.51,3.24,3.19,1.39,6.24,17.01,18.41,Hylidae
Dendropsophus_leucophyllatus,66555,,33.85,11.42,10.85,1.84,6.63,3.32,3.57,1.09,7.18,17.23,18.75,Hylidae
Dendropsophus_leucophyllatus,63313,,38.08,11.58,10.7,2.43,7.42,4.13,3.45,1.48,6.87,17.06,17.53,Hylidae
Dendropsophus_marmoratus,129297,5280,36.72,10.6,10.57,2.07,7.41,3.66,2.74,1.49,6.82,16.35,18.72,Hylidae
Dendropsophus_marmoratus,90408,A,43.46,12.15,12.99,2.87,8.12,3.76,3.9,1.69,8.15,19.61,23.01,Hylidae
Dendropsophus_marmoratus,90408,B,45.33,14.23,13.77,3.86,8.25,4.51,4.25,1.7,9.4,23.23,24.19,Hylidae
Dendropsophus_microcephalus,129250,4821,24.47,6.69,7.57,2.06,4.26,2.26,2.16,1.02,4.63,12.73,13.77,Hylidae
Dendropsophus_microcephalus,129213,4948,25.07,6.73,7.91,1.71,4.63,2.92,2.05,1.19,4.85,12.4,13.46,Hylidae
Dendropsophus_microcephalus,119967,8556,25.18,7.81,7.91,1.38,4.28,2.6,2.19,1.1,4.21,12.5,13.95,Hylidae
Dendropsophus_microcephalus,238541,6797,23.35,7,7.12,1.9,4.54,2.56,2.09,0.85,4.22,10.54,13.2,Hylidae
Dendropsophus_minutus,127901,36328,21.56,5.97,6.84,1.85,4.6,2.38,1.64,0.58,3.61,11.28,12.29,Hylidae
Dendropsophus_minutus,104128,A,22.89,5.78,6.36,1.54,4.43,2.43,1.52,0.95,3.59,10.83,11.45,Hylidae
Dendropsophus_minutus,104128,B,23.88,6.28,7.13,1.83,4.47,2.57,1.68,0.99,3.67,9.61,12.06,Hylidae
Dendropsophus_minutus,109662,A,23.81,7.07,8,1.83,4.48,2.19,1.68,0.83,5.02,11.58,13.13,Hylidae
Dendropsophus_minutus,109662,B,23.24,7.04,8.33,1.85,4.52,2.2,1.82,0.82,4.88,11.46,13.18,Hylidae
Dendropsophus_parviceps,129279,5303,22.61,6.3,6.45,1.87,4.28,2.44,1.75,0.94,4.67,11.04,12.19,Hylidae
Dendropsophus_parviceps,129279,5265,22.11,6.04,6.78,1.44,4.24,2.19,1.68,0.74,4.4,10.18,12.06,Hylidae
Dendropsophus_parviceps,177904,733,23.37,6.36,6.84,1.43,4.61,2.24,1.69,0.8,4.27,9.87,11.85,Hylidae
Dendropsophus_parviceps,129279,5302,23.19,6.67,7.76,2.22,4.62,2.27,1.55,0.63,5.33,10.35,12.97,Hylidae
Dendropsophus_parviceps,129279,5254,22.33,6.12,6.67,2.03,4.51,2.22,1.43,0.64,4.4,9.89,11.54,Hylidae
Dendropsophus_rhodopeplus,129276,5184,25.51,7.54,8.62,1.72,5.11,2.86,2.47,1.06,4.71,13.8,15.13,Hylidae
Dendropsophus_rhodopeplus,129276,5186,25.23,7.68,8.71,1.65,5.56,3.14,2.23,0.91,5.65,13.85,14.72,Hylidae
Dendropsophus_rhodopeplus,129276,5185,24.88,7.7,8.78,1.84,5.48,2.9,2.21,1.13,4.99,13.16,14.39,Hylidae
Dendropsophus_riveroi,246225,,23.22,7.35,7.18,1.96,4.87,2.81,1.96,0.7,4.58,11.11,12.29,Hylidae
Dendropsophus_riveroi,246226,,24.83,7.87,7.85,2.51,4.96,2.69,2.03,0.91,4.88,12.05,12.59,Hylidae
Dendropsophus_riveroi,246227,,21.25,6.8,7.52,2.16,4.49,2.27,2,0.82,4.19,9.94,10.41,Hylidae
Dendropsophus_robertmertensi,87847,A,26.2,7.79,8.51,2,5.16,2.4,2.53,1.16,4.52,13.76,14.54,Hylidae
Dendropsophus_robertmertensi,87847,B,24.68,7.15,7.83,1.92,4.6,2.67,2.38,1.1,4.46,12.43,14.15,Hylidae
Dendropsophus_robertmertensi,87847,C,26.19,7.39,8.36,1.77,3.99,2.82,1.94,0.8,4.75,12.72,14.53,Hylidae
Dendropsophus_robertmertensi,87847,D,27.6,6.89,7.97,2,4.39,2.4,2.35,0.82,5.4,12.89,14.45,Hylidae
Dendropsophus_robertmertensi,87847,E,26.99,7.72,8.51,2.25,4.52,2.22,1.86,1.13,4.81,13.05,15.17,Hylidae
Dendropsophus_sarayacuensis,244824,,37.43,11.98,11.06,2.4,7.5,4.13,3.84,1.24,7.25,18.11,19.56,Hylidae
Dendropsophus_sarayacuensis,246233,,38.27,13.14,12.74,2.8,8.03,4.24,3.66,1,7.5,19.09,20.31,Hylidae
Dendropsophus_sarayacuensis,246230,,30.29,9.91,9.88,1.93,6.43,3.49,3.01,0.92,6.25,16.59,17.28,Hylidae
Dendropsophus_sartori,119225,13199,25.62,6.81,7.63,1.88,4.1,2.57,2.47,0.8,4.81,10.76,12.62,Hylidae
Dendropsophus_sartori,119225,13208,27.56,7.08,7.78,1.8,4.96,2.41,2.19,0.82,4.84,11.61,13.24,Hylidae
Dendropsophus_sartori,119225,13192,27.59,7.95,8.31,1.75,4.95,2.45,2.48,0.91,5.44,12.28,13.72,Hylidae
Dendropsophus_sartori,119225,13196,25.52,7.01,7.48,1.73,4.52,2.3,2.37,0.88,4.8,12.09,13.42,Hylidae
Dendropsophus_sartori,119225,13215,25.46,7.06,7.81,1.78,4.25,2.7,2.23,0.77,4.67,11.91,12.81,Hylidae
Dendropsophus_seniculus,58960,A,41.88,12.48,13.44,2.95,6.96,4,3.38,0.94,6.4,19.45,21.49,Hylidae
Dendropsophus_seniculus,58959,A,43.71,12.46,11.07,2.59,6.71,3.53,3.51,0.69,7.46,16.12,19.34,Hylidae
Dendropsophus_seniculus,58959,B,33.09,10.64,11.4,3.05,6.83,3.58,3.33,1.03,7.27,16.62,18.94,Hylidae
Dendropsophus_seniculus,58960,A,43.76,12.98,13.03,3.04,8.01,3.42,3.35,1.02,8.9,17.7,21.21,Hylidae
Dendropsophus_triangulum,177910,739,33.73,11.31,10.86,2.72,7.09,3.38,2.79,1.2,7.08,16.57,18.74,Hylidae
Dendropsophus_triangulum,177912,749,37.14,12.14,12.35,3.16,7.09,4.1,3.3,1.28,7.58,19.35,19.88,Hylidae
Dendropsophus_triangulum,129295,5165,33.78,11.29,11.44,2.49,6.93,3.62,3.11,1.27,6.91,15.51,16.89,Hylidae
Diaglena_spatulata,104418,FS JAP 1068,76.06,19.61,25.63,2.02,16.31,6.1,9.63,1.33,11.93,24.58,27.37,Hylidae
Diaglena_spatulata,104418,FS JAP 1066,70.33,18.94,24.59,2.33,15,5.58,8.51,1.62,11.29,23.54,27.51,Hylidae
Diaglena_spatulata,104418,FS JAP 1065,70.49,19.52,28.47,2.21,15.31,5.73,8.75,1.28,10.68,23.73,25.71,Hylidae
Diaglena_spatulata,104418,FS JAP 1062,80.51,21.16,27.73,2.35,16.86,6.17,8.94,1.38,12.85,27.83,30.65,Hylidae
Diaglena_spatulata,104418,FS JAP 1067,71.41,18.11,25.37,2.21,14.25,5.5,8.02,1.41,11.53,23.4,27.2,Hylidae
Duellmanohyla_rufioculis,125458,1481,28.61,10.44,11.61,2.59,5.61,4.62,2.73,1.57,5.9,11.94,14.78,Hylidae
Duellmanohyla_rufioculis,238506,3508,33.73,10.71,11.84,2.78,7.6,4.28,3.88,1.66,7.2,15.33,16.95,Hylidae
Duellmanohyla_rufioculis,125458,1473,35.71,11.82,12.39,2.91,7.55,4.75,3.9,1.81,7.92,14.28,18,Hylidae
Ecnomiohyla_miotympanum,69521,2144,38.22,13.39,13.86,2.67,7.11,3.82,3.76,1.21,6.02,18.29,21.45,Hylidae
Ecnomiohyla_miotympanum,118172,11540,37.25,12.58,12.32,3.28,8.13,3.63,3.41,1.62,7.79,19.8,21.13,Hylidae
Exerodonta_smaragdina,104466,1269,33.79,8.62,9.73,2.03,5.32,2.69,3.12,1.29,6.03,12.69,15.78,Hylidae
Exerodonta_smaragdina,104463,1097,28.73,8.33,9.35,2.59,5.3,2.35,2.78,1.02,6.4,12.06,14.27,Hylidae
Exerodonta_smaragdina,104463,1096,28.42,8.1,8.56,1.65,4.93,2.34,2.88,0.72,5.22,12.21,14.2,Hylidae
Exerodonta_smaragdina,104463,1098,27.75,8.45,8.62,1.94,5.26,2.48,2.66,1.16,5.33,10.79,12.69,Hylidae
Exerodonta_smaragdina,104466,1247,27.93,8.17,8.73,2.15,5.35,2.81,2.44,1.08,5.2,11.19,13.36,Hylidae
Exerodonta_sumichrasti,239829,,38.88,16.29,13.88,3.7,8.74,4.25,3.51,1.88,9.94,19.96,19.98,Hylidae
Exerodonta_sumichrasti,239828,,29.93,11.4,10.38,3.13,6.52,2.97,2.7,1.26,7.36,14.62,15.7,Hylidae
Exerodonta_xera,239833,,21.59,8.32,8.1,2.23,4.9,1.76,2.53,0.95,4.44,10.21,11.35,Hylidae
Exerodonta_xera,239834,,22.33,8.58,7.83,1.87,4.86,1.91,2.52,0.92,4.27,10.52,12.55,Hylidae
Hyla_andersonii,194691,1762,37.88,11.88,13.5,3,7.45,3.7,2.91,1.8,6.82,17.3,16.87,Hylidae
Hyla_andersonii,194690,1761,34.87,11.38,11.48,2.72,6.88,3.78,3.04,1.68,6.2,15.58,16.16,Hylidae
Hyla_andersonii,194689,1760,37.52,13,13.16,2.82,6.61,4.26,3.21,2.24,6.4,18.3,18.85,Hylidae
Hyla_andersonii,194693,1839,33.32,12.31,11.6,2.28,6.58,3.85,3.15,1.5,6.31,17.37,16.97,Hylidae
Hyla_andersonii,194688,1795,40.42,13.79,13.85,2.61,7.36,4.04,2.94,1.44,6.69,17.23,,Hylidae
Hyla_arenicolor,86605,4A,44.52,16.34,17.12,3.64,8.6,4.83,4.62,2.15,9.18,22.17,21.97,Hylidae
Hyla_arenicolor,86606,1318,52.03,18.97,17.17,3.51,8.1,4.62,4.91,1.52,10.7,26.76,24.8,Hylidae
Hyla_arenicolor,86605,3A,42.75,16.05,16.88,3.39,8.26,5,3.9,2.01,8.79,22.84,22.59,Hylidae
Hyla_arenicolor,86607,1A,42.92,16.55,16.21,3.49,8.95,4.94,4.4,1.73,9.19,21.18,22.57,Hylidae
Hyla_arenicolor,86606,13A,43.28,16.33,17.9,3.04,8.09,4.04,4.61,1.84,9.29,20.61,22.56,Hylidae
Hyla_avivoca,173004,2641,37.8,12.36,13.64,2.54,7.72,3.98,3.9,1.66,7.25,17.38,18.11,Hylidae
Hyla_avivoca,133656,RAN,34.04,11.34,11.18,2.85,6.85,3.87,3.22,1.98,6.59,13.01,15.63,Hylidae
Hyla_avivoca,172998,2593,33.67,11.55,11.67,2.65,6.36,3.71,2.86,1.7,6.27,16.27,16.99,Hylidae
Hyla_avivoca,133656,1691,35.97,11.47,11.07,2.77,6.19,4.01,3,1.99,7.09,15.98,16.71,Hylidae
Hyla_avivoca,133656,1692,32.89,10.35,10.5,2.64,6.64,3.4,2.67,1.86,6.42,13.88,15.77,Hylidae
Hyla_chinensis,183778,2059,28.95,9.19,9.69,1.28,6.17,3.72,2.83,0.81,6.84,14.13,15.34,Hylidae
Hyla_chinensis,199159,6490,31.17,9.13,10.7,2.4,6.48,3.16,3.04,0.98,5.89,14.45,15.32,Hylidae
Hyla_chinensis,183257,H034,29.94,10.61,10.74,2.19,6.61,2.96,2.81,0.92,6.76,14,16.15,Hylidae
Hyla_chinensis,182679,2781,31.16,9.03,10.62,2.19,6.62,3.76,3.1,0.85,7.32,13.87,15.73,Hylidae
Hyla_chrysoscelis,106068,1636,41.76,11.45,12.42,2.73,6.79,4.24,3.73,0.69,7.43,18.73,18.56,Hylidae
Hyla_chrysoscelis,106068,1623,40.12,14.19,13.04,2.35,6.72,3.9,3.5,0.94,7.18,16.93,18.09,Hylidae
Hyla_chrysoscelis,142813,,43.24,16.46,15.17,2.87,8.63,4.66,3.66,1.9,11.42,20.04,21.5,Hylidae
Hyla_chrysoscelis,106068,1625,43.63,13.88,14.56,3.23,7.43,4.71,2.94,1.5,8.43,17.96,19.8,Hylidae
Hyla_chrysoscelis,142813,,42.91,15.46,14.94,2.93,8.19,4.59,3.52,1.11,9.17,18.21,20.42,Hylidae
Hyla_cinerea,74566,A,61.43,18.1,17.74,3.74,11,4.64,5.16,1.52,11.81,26.41,29.66,Hylidae
Hyla_cinerea,84372,2524,52.87,16.44,17.04,3.43,8.73,4.56,4.3,2.04,10.61,27.8,28.26,Hylidae
Hyla_cinerea,74566,B,57.07,17.86,18.05,4.05,10.48,4.42,4.45,1.85,10.02,25.82,29.5,Hylidae
Hyla_euphorbiacea,112837,7600,36.89,11.56,10.98,2.56,6.85,3.35,3.09,1.2,7.37,17.23,18.44,Hylidae
Hyla_euphorbiacea,123986,6935,39.92,12.42,12.1,2.33,6.89,3.28,2.74,1.3,8.1,18.46,19.36,Hylidae
Hyla_euphorbiacea,112837,7604,40.65,12.03,12.41,2.45,6.35,3.55,3.12,1.01,8.77,17.87,20.21,Hylidae
Hyla_euphorbiacea,112836,7569,35.67,11.08,10.42,2.03,5.71,3.3,3.67,0.98,6.87,15.87,16.96,Hylidae
Hyla_eximia,115227,10856,31.23,8.98,9.24,1.7,4.94,2.7,2.29,0.79,5.67,12.39,14.14,Hylidae
Hyla_eximia,115227,10849,31.29,10.34,10.95,1.72,4.78,2.77,2.32,0.84,5.57,13.77,15.17,Hylidae
Hyla_eximia,115227,10859,32.19,9.19,10.28,2.27,5.05,2.91,2.77,1.17,5.42,13.03,14.68,Hylidae
Hyla_eximia,115227,10848,32.38,9.28,10.11,1.6,4.74,2.92,2.57,1.37,5.68,14.62,15.24,Hylidae
Hyla_eximia,115227,10851,30.61,10.48,10.09,1.75,5.12,2.7,2.55,0.91,5.67,11.35,13.3,Hylidae
Hyla_femoralis,56702,A,27.59,8.82,8.91,1.76,5.01,2.38,2.52,1.08,4.72,12.52,13.82,Hylidae
Hyla_femoralis,79154,,28.96,9.79,9.94,1.54,4.91,2.93,2.42,1.42,5.63,13.61,13.72,Hylidae
Hyla_femoralis,56702,,27.2,7.8,8.14,1.3,5.3,2.85,2.62,1.24,5.01,12.59,13.36,Hylidae
Hyla_femoralis,139843,3077,32.53,10.19,10.25,1.92,5.26,3.19,2.4,1.46,5.58,15.64,15.28,Hylidae
Hyla_femoralis,81209,,30.4,9.69,9.53,2.26,4.78,3.49,2.54,1.22,5.6,15.21,13.83,Hylidae
Hyla_gratiosa,195011,197,53.25,19.6,19.18,3.02,9.45,5.08,4.57,1.8,10.84,27.2,26.36,Hylidae
Hyla_gratiosa,90024,,50.54,18.77,19.73,3.13,10.18,4.37,5.15,1.51,8.69,24.41,25.9,Hylidae
Hyla_gratiosa,195013,381,53.43,19.32,19.44,4.07,11.21,5.73,4.78,2.87,10.8,24.88,27.59,Hylidae
Hyla_gratiosa,195010,196,55.08,18.2,19.05,3.19,9.52,5.42,4.09,1.81,11.06,27.16,25.66,Hylidae
Hyla_plicata,102086,,41,13.8,12.27,3.1,6.64,4.05,3.44,1.34,8.9,20.74,22.3,Hylidae
Hyla_plicata,102094,,37.45,12.32,11.52,2.94,6.6,3.28,2.9,1.3,7.29,17.91,19.12,Hylidae
Hyla_plicata,102095,,39.64,12.71,10.77,2.76,6.64,3.36,3.11,1.55,8.48,20.02,21.33,Hylidae
Hyla_plicata,102085,,41.08,12.44,12.34,2.77,6.67,3.6,3.07,1.15,8.11,17.37,18.8,Hylidae
Hyla_plicata,102087,,36.95,11.95,11.22,2.44,6.16,3.63,2.88,1.33,8.23,19.38,19.88,Hylidae
Hyla_savignyi,133290,,45.91,15,14.4,2.47,7.87,4.12,4.04,1.29,8.47,20.47,21.53,Hylidae
Hyla_squirella,116753,A,28.92,9.99,9.29,1.89,5.56,2.81,2.38,1.16,5.91,13.43,15.61,Hylidae
Hyla_squirella,195088,,34.88,10.62,10.86,2.12,6.42,3.18,3.1,1.33,6.13,15.27,17.52,Hylidae
Hyla_squirella,195049,,31.91,11.05,12.21,3.28,6.09,3.55,3.43,1.19,6.41,16.51,16.92,Hylidae
Hyla_squirella,116753,B,32.99,11.69,11.42,2.08,5.97,2.87,2.81,1.36,6.46,16.43,16.97,Hylidae
Hyla_squirella,116753,C,32.62,11.42,11.54,2.67,5.98,3.23,2.95,0.82,6.21,15.37,16.31,Hylidae
Hyla_versicolor,173002,2638,42.45,14.51,13.76,2.73,8.41,4.45,3.51,1.59,8.59,19.56,20.2,Hylidae
Hyla_versicolor,172992,2455,47.58,15.97,14.62,3.02,8.38,4.52,3.76,1.95,8.9,20.77,20.11,Hylidae
Hyla_versicolor,3862,A,49.19,17.88,16.1,3.67,8.35,5.34,3.96,1.62,9.29,24.34,23.71,Hylidae
Hyla_walkeri,123966,7086,32.92,10.06,11.08,1.83,5.22,2.98,2.81,1.23,5.68,13.44,16.82,Hylidae
Hyla_walkeri,123966,7085,34.35,10.9,12.04,2.27,5.5,3.15,2.93,1.18,6.49,15.78,17.4,Hylidae
Hyla_walkeri,123966,7080,34.11,10.68,10.25,2.02,5.18,3.12,2.71,1.18,6.88,15.88,17.3,Hylidae
Hyla_walkeri,123966,7083,33.32,9.96,11.33,1.87,4.91,3.18,2.72,1.33,5.86,13.63,17,Hylidae
Hyla_walkeri,123966,7084,34.95,11.3,10.81,1.9,5.3,2.95,2.92,0.94,6.2,16.24,17.14,Hylidae
Hyloscirtus_colymba,167359,4088,52.21,14.99,16.18,2.62,9.05,4.32,4.21,1.19,9.49,24.09,24.2,Hylidae
Hypsiboas_albomarginatus,104176,104176A,43.66,12.86,14.63,3.11,7.52,4.33,3.75,2.59,8.28,23.84,23.92,Hylidae
Hypsiboas_albomarginatus,65960,Albino,44.65,12.35,13.56,3.09,8.49,3.81,3.76,1.85,8.88,22.89,23.7,Hylidae
Hypsiboas_albopunctatus,104185,,55.55,17.5,20.79,4.63,10.01,5.66,5.69,2.38,10.13,32.45,34.75,Hylidae
Hypsiboas_albopunctatus,104184,A,60.23,17.02,21.84,4.58,10.05,6.11,6.18,3.09,9.11,31.5,35.11,Hylidae
Hypsiboas_albopunctatus,104196,metal tag,53.48,15.53,18.75,4.35,9.89,4.99,6.26,2.94,8.89,29.79,32.57,Hylidae
Hypsiboas_albopunctatus,104196,A,57.8,16.71,19.59,4.68,10.12,5.25,6.01,3.25,10.13,30.7,32.98,Hylidae
Hypsiboas_balzani,246105,,48.45,16.47,15.72,3.08,8.7,4.98,4.19,1.94,10.08,24.52,26.87,Hylidae
Hypsiboas_balzani,246106,,38.32,14.43,14.34,2.67,8.13,5.37,3.62,1.74,8.65,20.24,22.26,Hylidae
Hypsiboas_balzani,246107,,44.77,15.52,15.16,3.16,8.89,4.88,3.7,1.66,8.91,23.92,25.6,Hylidae
Hypsiboas_boans,76478,A,104.26,39.48,42.89,6.34,24.15,11.02,13.87,5.2,21.04,65.52,61.25,Hylidae
Hypsiboas_boans,76478,B,103.68,38.81,41.95,8.05,21.42,10.18,14.42,4.52,24.02,57.03,56.55,Hylidae
Hypsiboas_boans,80405,,99.62,38.84,39.6,6.39,21.78,9.29,14.34,3.7,17.01,57.08,57.92,Hylidae
Hypsiboas_boans,77524,A,96.72,36,37.49,5.7,19.71,9.06,13.46,2.58,22.25,55.97,56.78,Hylidae
Hypsiboas_boans,77524,B,101.79,34.5,36.74,5.33,20.8,8.74,12.64,2.62,19.29,52.78,50.59,Hylidae
Hypsiboas_calcaratus,90426,A,49.47,15.38,17.09,3.12,8.03,4.77,4.79,1.83,9.68,24.77,29.68,Hylidae
Hypsiboas_calcaratus,129298,5293,50.79,16.56,18.57,3.4,9.7,4.42,5.73,1.62,10.29,25.58,29.1,Hylidae
Hypsiboas_calcaratus,90426,B,49.83,15.2,17.95,2.6,9.16,5.2,5.83,1.37,10.79,26.18,29.24,Hylidae
Hypsiboas_calcaratus,90426,C,46.74,15.23,17.19,2.82,8.82,5.18,5.28,1.4,9.35,26.27,29.24,Hylidae
Hypsiboas_calcaratus,90426,D,51.35,15.72,17.76,3.25,8.58,5.98,5.01,2.21,10.23,28.55,30.71,Hylidae
Hypsiboas_cinerascens,246118,,37.74,14.09,13.51,2.44,8.48,3.8,4.56,1.66,7.58,20.42,19.58,Hylidae
Hypsiboas_cinerascens,246119,,39.7,14.78,13.91,2.99,8.27,3.8,4.99,1.65,7.55,21.26,20.78,Hylidae
Hypsiboas_cinerascens,246121,,37.82,14.15,14.03,2.51,8.14,3.85,4.36,1.75,7.12,19.3,19.22,Hylidae
Hypsiboas_faber,108892,,85.38,32.77,32.32,5.55,17.41,7.7,9.27,2.28,13.96,46.36,48.58,Hylidae
Hypsiboas_faber,108891,,82.85,32.54,32.88,5.47,17.47,8.89,9.37,3.49,17.7,48.99,49.71,Hylidae
Hypsiboas_faber,104183,,91.86,35.42,33.85,5.94,18.69,7.92,9.32,2.48,17.92,48.98,53.74,Hylidae
Hypsiboas_faber,104182,,98.52,35.49,32.99,6.12,19.41,7.1,9.95,3.17,19.96,54.04,55.99,Hylidae
Hypsiboas_geographicus,244777,,56.76,20.93,20.55,3.26,11.56,5.92,6.34,1.9,9.22,26.97,28.28,Hylidae
Hypsiboas_geographicus,246124,,50.63,18.28,18.68,3.36,10.4,5.09,5.86,2.02,9.42,26.8,27.49,Hylidae
Hypsiboas_geographicus,MUSM37193,,51.91,18.75,19.01,3.24,11.29,5.08,5.7,2.06,9.49,27.68,28.56,Hylidae
Hypsiboas_lanciformis,57534,,64.36,22.61,18.1,4.07,12.11,6.54,6.97,2.57,11.67,34.29,38.85,Hylidae
Hypsiboas_lanciformis,57536,A,69.26,25.84,21.79,5.08,13.93,6.98,7.97,2.84,13.4,40.96,46.43,Hylidae
Hypsiboas_lanciformis,57536,B,68.98,24.42,19.29,4.46,12.21,6.76,8.14,2.33,12.63,36.93,44.39,Hylidae
Hypsiboas_lanciformis,66556,,59.78,22.73,19.94,4.09,12.85,5.62,7.45,2.87,11.66,37.07,41.12,Hylidae
Hypsiboas_lanciformis,57535,A,59.56,21.36,16.71,4.57,10.47,5.42,6.67,1.55,11.24,31.6,37.98,Hylidae
Hypsiboas_multifasciatus,46738,,53.86,16.38,20.29,3.66,10.31,5.88,5.6,2.4,8.9,25.64,31.9,Hylidae
Hypsiboas_multifasciatus,76678,A,58.47,19.27,21.96,4.13,10.46,6.03,5.89,2.88,10.55,32.5,37.04,Hylidae
Hypsiboas_multifasciatus,76678,B,54.18,17.81,21.28,4.08,10.42,6.33,6.16,2.18,9.92,28.14,33.32,Hylidae
Hypsiboas_multifasciatus,76678,C,54.98,17.82,21.44,4.15,10.34,6.21,6.03,2.18,10.1,29.72,33.26,Hylidae
Hypsiboas_multifasciatus,77515,A,51.45,17.34,20.54,4.03,9.99,5.43,5.75,2.12,10.4,26.95,32.85,Hylidae
Hypsiboas_nympha,246167,,31.24,10.84,11.66,1.99,6.19,3.44,3.59,1.2,6.2,16.74,16.59,Hylidae
Hypsiboas_nympha,MUSM37219,,31.73,11.05,11.81,2.09,5.88,3.55,3.87,1.42,5.79,16.03,16.89,Hylidae
Hypsiboas_nympha,MUSM37218,,32.7,11.17,11.8,2.21,6.12,3.71,3.83,1.26,5.97,16.72,16.75,Hylidae
Hypsiboas_pardalis,108532,A,59.37,21.51,21.03,3.51,13.26,6.21,5.76,2.27,11.45,31.2,34.6,Hylidae
Hypsiboas_pardalis,204474,5436,60.91,21.85,22.94,4.4,12.69,5.75,6.46,2.47,12.35,32.2,34.89,Hylidae
Hypsiboas_pardalis,104173,C,60.28,19.54,21.52,4.36,10.97,5.29,6.1,1.94,10.9,30.6,33.47,Hylidae
Hypsiboas_pardalis,108532,A,58.3,20.15,21.2,4.47,12.41,5.47,6.1,2.1,10.75,32.66,33.38,Hylidae
Hypsiboas_pardalis,104173,D,56.22,18.94,19.05,3.29,10.43,5.2,5.58,1.56,10.44,27.48,33.49,Hylidae
Hypsiboas_pellucens,123905,,60.64,20.58,21.76,3.04,12.47,5.33,6.57,1.56,11.85,30.98,33.54,Hylidae
Hypsiboas_polytaenius,104197,A,34.62,11.5,12.12,2.28,5.68,3.61,3.53,0.81,6.82,16.33,18.22,Hylidae
Hypsiboas_polytaenius,111807,A,31.69,10.45,10.55,2.44,5.77,3.41,2.71,1.18,6.89,14.58,18.19,Hylidae
Hypsiboas_polytaenius,104197,A,45.8,14.2,15.48,2.53,7.5,4.88,3.92,1.38,8.78,21.86,23.33,Hylidae
Hypsiboas_polytaenius,204529,12583,37,12.17,13.17,3.39,7.1,4.74,3.21,1.56,7.4,16.73,19.83,Hylidae
Hypsiboas_punctatus,58953,A,33.88,10.83,11.81,1.51,5.7,3.4,3.09,1.47,6.37,16.79,18.26,Hylidae
Hypsiboas_punctatus,58953,B,35.52,12.11,12.03,2.19,5.22,3.44,3.43,1.04,7.07,18.82,18.73,Hylidae
Hypsiboas_punctatus,58953,C,36.91,11.94,11.89,2,5.01,3.38,4.1,1.08,6.91,19.05,19.27,Hylidae
Hypsiboas_punctatus,58954,D,36.93,11.37,12.21,2.61,5.31,3.33,3.72,1.26,7.07,19.74,18.39,Hylidae
Hypsiboas_punctatus,58954,A,34.15,11.03,11.95,1.77,5.75,3.43,3.64,1.31,6.83,19.08,18.08,Hylidae
